1,4,2,100,126
1,4.8,2.5,98.4,137
1,3.8,1.6,101.2,148
1,8.7,0.7,103.5,191
1,8.2,0.5,104.1,274
1,9.7,2,107,370
1,14.7,2.1,107.4,432
1,18.7,2.8,108.5,445
1,19.8,2.4,108.3,367
1,10.6,-0.1,109.2,367
1,8.6,0.7,110.1,321
1,6.5,2.2,110.7,307
1,12.6,1,110.3,331
1,6.5,0.5,111.8,345
1,5.8,1.7,112.3,364
1,5.7,1.1,112.9,384
